"corpus_version","generated_at","license","methodology_url","id","slug","name","entityType","summary","dateDisplay","regions","styles","roles","instruments","sourceIds","featuredVideo","reviewStatus","lastReviewed"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:t-bone-walker","t-bone-walker","T-Bone Walker","artist","Pioneered electric lead-guitar blues showmanship in the 1940s, the direct template B.B. King cited for his own style.","1910 – 1975","Texas → Los Angeles","","","","","{""platform"":""youtube"",""videoId"":""xifoTGRBhg0"",""title"":""Call It Stormy Monday"",""sourceUrl"":""https://www.youtube.com/watch?v=xifoTGRBhg0"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:tab-benoit","tab-benoit","Tab Benoit","artist","Tab Benoit is a blues musician and guitarist.","1967 –","United States","Blues","Musician; Guitarist","Guitar","source:encyclopedia-tab-benoit; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""CRRUyuDdCzI"",""title"":""Tab Benoit - Blues So Bad (Official Audio)"",""sourceUrl"":""https://www.youtube.com/watch?v=CRRUyuDdCzI"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:tail-dragger-jones","tail-dragger-jones","Tail Dragger Jones","artist","Tail Dragger Jones was a blues singer.","1940 – 2023","United States","Blues","Singer","Voice","source:encyclopedia-tail-dragger-jones; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""bIdl_SIyz8w"",""title"":""Betty"",""sourceUrl"":""https://www.youtube.com/watch?v=bIdl_SIyz8w"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:taj-mahal","taj-mahal","Taj Mahal","artist","Singer, guitarist and multi-instrumentalist whose career connects country blues with Caribbean, African, Hawaiian and other roots-music traditions.","1942 –","United States; Global roots traditions","Country blues; Roots music; World music","Singer; Songwriter; Multi-instrumentalist","Guitar; Banjo; Harmonica","source:tajmo-official","{""platform"":""youtube"",""videoId"":""406QVsjYoqM"",""title"":""New E-Z Rider Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=406QVsjYoqM"",""lastChecked"":""2026-07-22""}","reviewed","2026-07-22"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:tampa-red","tampa-red","Tampa Red","artist","Tampa Red was a blues musician, pianist and guitarist.","1904 – 1981","United States","Blues","Musician; Pianist; Guitarist; Singer-Songwriter","Guitar; Piano","source:encyclopedia-tampa-red; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""KUcEzwAAzk0"",""title"":""Dying Mercy Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=KUcEzwAAzk0"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:ted-hawkins","ted-hawkins","Ted Hawkins","artist","Ted Hawkins was a blues musician and singer-songwriter.","1936 – 1995","United States","Blues; Soul Blues","Musician; Singer-Songwriter","Guitar; Voice","source:encyclopedia-ted-hawkins; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""3HHeVbmDYdw"",""title"":""Afraid"",""sourceUrl"":""https://www.youtube.com/watch?v=3HHeVbmDYdw"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:teddy-darby","teddy-darby","Teddy Darby","artist","Teddy Darby was a blues musician, singer and guitarist.","1906 – 1975","United States","Blues","Musician; Singer; Guitarist; Songwriter","Guitar; Voice","source:encyclopedia-teddy-darby; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""p0EPvCs73Qk"",""title"":""Lawdy Lawdy Worried Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=p0EPvCs73Qk"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:teeny-tucker","teeny-tucker","Teeny Tucker","artist","Teeny Tucker is a blues songwriter and musician.","1958 –","United States","Blues; Electric Blues","Songwriter; Musician","Voice","source:encyclopedia-teeny-tucker; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""p5e61ZkAcis"",""title"":""Ain't That the Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=p5e61ZkAcis"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:terry-garland","terry-garland","Terry Garland","artist","Terry Garland was a blues singer and songwriter.","1953 – 2021","United States","Blues","Singer; Songwriter","Guitar; Voice","source:encyclopedia-terry-garland; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""w3h6uGhgXKw"",""title"":""Goin' Down Slow"",""sourceUrl"":""https://www.youtube.com/watch?v=w3h6uGhgXKw"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:terry-harmonica-bean","terry-harmonica-bean","Terry ""Harmonica"" Bean","artist","Terry ""Harmonica"" Bean is a blues songwriter.","1961 –","United States","Blues","Songwriter","Harmonica; Guitar","source:encyclopedia-terry-harmonica-bean; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""iGKvUxdCZ6M"",""title"":""Terry Harmonica Bean - Bad blues"",""sourceUrl"":""https://www.youtube.com/watch?v=iGKvUxdCZ6M"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:thornetta-davis","thornetta-davis","Thornetta Davis","artist","Thornetta Davis is a blues singer and musician.","1963 –","United States","Blues","Singer; Musician","Voice","source:encyclopedia-thornetta-davis; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""2LZ6ZgKo2qo"",""title"":""\""I BELIEVE\"" EVERYTHING GONNA BE ALRIGHT - Thornetta Davis (Detroit's Queen of the Blues)"",""sourceUrl"":""https://www.youtube.com/watch?v=2LZ6ZgKo2qo"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:tinsley-ellis","tinsley-ellis","Tinsley Ellis","artist","Tinsley Ellis is a blues musician, guitarist and composer.","1957 –","United States","Blues","Musician; Guitarist; Composer","Guitar","source:encyclopedia-tinsley-ellis; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""WeJUwviWTpY"",""title"":""Tinsley Ellis - Kiss Of Death"",""sourceUrl"":""https://www.youtube.com/watch?v=WeJUwviWTpY"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:titus-turner","titus-turner","Titus Turner","artist","Titus Turner was a blues singer and songwriter.","1933 – 1984","United States","Blues; Rhythm And Blues","Singer; Songwriter","Voice","source:encyclopedia-titus-turner; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""5OU4tH7l6mM"",""title"":""Me and My Lonely Telephone"",""sourceUrl"":""https://www.youtube.com/watch?v=5OU4tH7l6mM"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:tommy-johnson","tommy-johnson","Tommy Johnson","artist","Known for a falsetto break and the 'Crossroads' myth later attached to Robert Johnson; influential on the North Mississippi hill-country sound.","c. 1896 – 1956","Mississippi","","","","","{""platform"":""youtube"",""videoId"":""RHw1ugBLS5g"",""title"":""Canned Heat Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=RHw1ugBLS5g"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:travis-leonard-blaylock","travis-leonard-blaylock","Travis Leonard Blaylock","artist","Travis Leonard Blaylock was a blues singer.","1934 – 1984","","Blues","Singer","Harmonica; Voice","source:encyclopedia-travis-leonard-blaylock; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""zzqkmMCe4z0"",""title"":""HARMONICA SLIM [Travis Leonard Blaylock] (Douglassville, Texas, U.S.A) - B1 - That's All Right"",""sourceUrl"":""https://www.youtube.com/watch?v=zzqkmMCe4z0"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:u-p-wilson","u-p-wilson","U.P. Wilson","artist","U.P. Wilson was a blues singer, songwriter and musician.","1934 – 2004","United States","Blues","Singer; Songwriter; Musician; Guitarist","Guitar; Voice","source:encyclopedia-u-p-wilson; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""grwVB2iL69Q"",""title"":""U.P.'s Blues (Live)"",""sourceUrl"":""https://www.youtube.com/watch?v=grwVB2iL69Q"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:victoria-spivey","victoria-spivey","Victoria Spivey","artist","Texas singer, pianist, songwriter, bandleader and label owner whose work bridged classic blues recording, postwar performance and the blues revival.","1906 – 1976","Texas; New York","Classic blues; Vaudeville blues","Singer; Songwriter; Pianist; Bandleader; Label owner","Piano","source:victoria-spivey-blues-foundation","{""platform"":""youtube"",""videoId"":""IY1-7YpYGKY"",""title"":""Black Snake Swing"",""sourceUrl"":""https://www.youtube.com/watch?v=IY1-7YpYGKY"",""lastChecked"":""2026-07-22""}","reviewed","2026-07-22"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:walter-roland","walter-roland","Walter Roland","artist","Walter Roland was a blues singer, jazz musician and pianist.","1902 – 1972","United States","Blues","Singer; Jazz Musician; Pianist; Songwriter","Guitar; Piano; Voice","source:encyclopedia-walter-roland; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""x4-8TuRGpz4"",""title"":""Red Cross Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=x4-8TuRGpz4"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:willie-big-eyes-smith","willie-big-eyes-smith","Willie ""Big Eyes"" Smith","artist","American electric blues vocalist, harmonica player, drummer, bandleader, and composer associated with Chicago blues.","1936 – 2011","Chicago, Illinois; Helena, Arkansas","Electric blues; Chicago blues","Singer; Musician; Bandleader; Composer","Harmonica; Drums; Voice","source:encyclopedia-willie-big-eyes-smith","{""platform"":""youtube"",""videoId"":""2cJ7krFYflY"",""title"":""Hoodoo Man Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=2cJ7krFYflY"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:willie-brown","willie-brown","Willie Brown","artist","A close musical partner of Patton and House, tying together the Dockery-area Delta scene through shared performances and recordings.","c. 1900 – 1952","Mississippi","","","","","{""platform"":""youtube"",""videoId"":""WEPC2NHRxPs"",""title"":""Future Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=WEPC2NHRxPs"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:willie-cobbs","willie-cobbs","Willie Cobbs","artist","Willie Cobbs was a blues musician and singer.","1932 – 2021","United States","Blues","Musician; Singer","Harmonica; Voice","source:encyclopedia-willie-cobbs; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""Uo1jYnQz8GI"",""title"":""Butler Boy Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=Uo1jYnQz8GI"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:willie-dixon","willie-dixon","Willie Dixon","artist","Chess Records' chief songwriter and bassist, penning standards recorded by Muddy Waters, Howlin' Wolf, and later Cream, Led Zeppelin, and the Rolling Stones.","1915 – 1992","Chicago","","","","","{""platform"":""youtube"",""videoId"":""aSZhM207pPg"",""title"":""Everyday I Have the Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=aSZhM207pPg"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:woodrow-adams","woodrow-adams","Woodrow Adams","artist","Woodrow Adams was a blues musician.","1917 – 1988","United States","Blues","Musician","Harmonica; Guitar","source:encyclopedia-woodrow-adams; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""1-k17CMf5QM"",""title"":""Pretty Baby Blues (Original Mix)"",""sourceUrl"":""https://www.youtube.com/watch?v=1-k17CMf5QM"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:wynonie-harris","wynonie-harris","Wynonie Harris","artist","Wynonie Harris was a blues singer, jazz musician and guitarist.","1915 – 1969","United States","Blues","Singer; Jazz Musician; Guitarist; Drummer","Guitar; Voice","source:encyclopedia-wynonie-harris; source:wikipedia-list-blues-musicians-discovery; source:carnegie-hall-rhythm-blues","{""platform"":""youtube"",""videoId"":""2O7mzS7CM_Q"",""title"":""Wynonie Harris - Who Threw The Whiskey In The Well"",""sourceUrl"":""https://www.youtube.com/watch?v=2O7mzS7CM_Q"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:yardbirds","yardbirds","The Yardbirds","ensemble","A proving ground for Clapton, Beck, and Page, translating Chicago and Delta blues into extended, amplified 'rave-up' improvisation.","formed 1963","London","","","","","","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:z-z-hill","z-z-hill","Z. Z. Hill","artist","Z. Z. Hill was a blues singer and musician.","1935 – 1984","United States","Blues","Singer; Musician","Guitar; Voice","source:encyclopedia-z-z-hill; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""lxWXoiGybTA"",""title"":""ZZ Hill - Down Home Blues (Lyric Video)"",""sourceUrl"":""https://www.youtube.com/watch?v=lxWXoiGybTA"",""lastChecked"":""2026-07-22""}","needs_revision",""
